j0; j1; j2; cos(j0); cos(j1); cos(j2); sin(j0); sin(j1); sin(j2); ee_x; ee_y; ee_qw; ee_qz
 3.142; -1.262;  1.287; -1.000;  0.304;  0.280; -0.000; -0.953;  0.960; -0.240;  0.092; -0.013;  1.000
 3.143; -1.232;  1.459; -1.000;  0.332;  0.111; -0.001; -0.943;  0.994; -0.240;  0.069; -0.114;  0.994
 3.113; -1.220;  1.702; -1.000;  0.344; -0.131;  0.029; -0.939;  0.991; -0.231;  0.050; -0.224;  0.974
 3.082; -1.238;  1.889; -0.998;  0.326; -0.313;  0.059; -0.945;  0.950; -0.218;  0.040; -0.296;  0.955
 3.105; -1.302;  1.884; -0.999;  0.265; -0.308;  0.037; -0.964;  0.951; -0.217;  0.044; -0.270;  0.963
 3.138; -1.418;  1.850; -1.000;  0.152; -0.275;  0.004; -0.988;  0.961; -0.215;  0.054; -0.212;  0.977
 3.148; -1.560;  1.823; -1.000;  0.011; -0.249; -0.006; -1.000;  0.968; -0.208;  0.070; -0.134;  0.991
 3.147; -1.697;  1.804; -1.000; -0.126; -0.231; -0.005; -0.992;  0.973; -0.197;  0.086; -0.056;  0.998
 3.109; -1.798;  1.801; -0.999; -0.225; -0.228;  0.033; -0.974;  0.974; -0.184;  0.103;  0.013;  1.000
 2.997; -1.831;  1.803; -0.990; -0.257; -0.230;  0.144; -0.966;  0.973; -0.168;  0.125;  0.087;  0.996
 2.835; -1.824;  1.802; -0.953; -0.250; -0.229;  0.302; -0.968;  0.973; -0.146;  0.150;  0.164;  0.986
 2.652; -1.814;  1.783; -0.882; -0.241; -0.211;  0.470; -0.971;  0.978; -0.117;  0.176;  0.257;  0.966
 2.438; -1.808;  1.738; -0.762; -0.235; -0.167;  0.647; -0.972;  0.986; -0.074;  0.200;  0.377;  0.926
 2.183; -1.804;  1.679; -0.574; -0.231; -0.108;  0.819; -0.973;  0.994; -0.016;  0.216;  0.516;  0.857
 1.900; -1.801;  1.591; -0.324; -0.229; -0.020;  0.946; -0.974;  1.000;  0.054;  0.214;  0.664;  0.748
 1.579; -1.801;  1.490; -0.008; -0.228;  0.081;  1.000; -0.974;  0.997;  0.130;  0.183;  0.806;  0.592
 1.192; -1.802;  1.437;  0.369; -0.229;  0.133;  0.929; -0.973;  0.991;  0.193;  0.117;  0.916;  0.402
 0.787; -1.793;  1.435;  0.706; -0.221;  0.135;  0.708; -0.975;  0.991;  0.224;  0.032;  0.977;  0.212
 0.388; -1.793;  1.452;  0.926; -0.221;  0.119;  0.378; -0.975;  0.993;  0.219; -0.056;  1.000;  0.023
-0.014; -1.811;  1.503;  1.000; -0.238;  0.068; -0.014; -0.971;  0.998;  0.179; -0.133;  0.987; -0.161
-0.374; -1.793;  1.605;  0.931; -0.221; -0.034; -0.366; -0.975;  0.999;  0.130; -0.178;  0.961; -0.278
-0.685; -1.744;  1.693;  0.775; -0.173; -0.121; -0.632; -0.985;  0.993;  0.083; -0.202;  0.933; -0.360
-0.940; -1.673;  1.753;  0.590; -0.102; -0.181; -0.808; -0.995;  0.983;  0.044; -0.215;  0.909; -0.417
-1.128; -1.593;  1.834;  0.428; -0.022; -0.260; -0.904; -1.000;  0.965;  0.019; -0.218;  0.899; -0.438
-1.258; -1.546;  1.839;  0.308;  0.025; -0.265; -0.951; -1.000;  0.964; -0.001; -0.219;  0.886; -0.463
-1.387; -1.518;  1.825;  0.183;  0.053; -0.251; -0.983; -0.999;  0.968; -0.027; -0.219;  0.858; -0.514
-1.541; -1.488;  1.814;  0.029;  0.083; -0.241; -1.000; -0.997;  0.971; -0.058; -0.214;  0.821; -0.571
-1.655; -1.494;  1.780; -0.085;  0.077; -0.208; -0.996; -0.997;  0.978; -0.086; -0.207;  0.775; -0.632
-1.705; -1.560;  1.696; -0.134;  0.011; -0.124; -0.991; -1.000;  0.992; -0.112; -0.197;  0.708; -0.707
-1.693; -1.676;  1.613; -0.122; -0.105; -0.042; -0.993; -0.995;  0.999; -0.130; -0.185;  0.639; -0.769
-1.665; -1.832;  1.527; -0.094; -0.258;  0.044; -0.996; -0.966;  0.999; -0.146; -0.166;  0.553; -0.833
-1.618; -1.875;  1.432; -0.048; -0.300;  0.138; -0.999; -0.954;  0.990; -0.151; -0.162;  0.513; -0.858
-1.531; -1.852;  1.354;  0.039; -0.277;  0.215; -0.999; -0.961;  0.977; -0.142; -0.175;  0.528; -0.849
-1.432; -1.828;  1.256;  0.138; -0.254;  0.310; -0.990; -0.967;  0.951; -0.132; -0.187;  0.539; -0.843
-1.327; -1.773;  1.170;  0.241; -0.201;  0.390; -0.971; -0.980;  0.921; -0.115; -0.204;  0.569; -0.822
-1.261; -1.666;  1.095;  0.305; -0.095;  0.458; -0.952; -0.996;  0.889; -0.096; -0.223;  0.609; -0.793
-1.209; -1.549;  0.995;  0.354;  0.022;  0.545; -0.935; -1.000;  0.839; -0.078; -0.239;  0.636; -0.772
-1.148; -1.459;  0.914;  0.410;  0.111;  0.611; -0.912; -0.994;  0.792; -0.058; -0.251;  0.662; -0.749
-1.074; -1.391;  0.830;  0.477;  0.179;  0.675; -0.879; -0.984;  0.738; -0.037; -0.260;  0.684; -0.730
-1.005; -1.317;  0.683;  0.536;  0.251;  0.775; -0.844; -0.968;  0.631; -0.022; -0.267;  0.683; -0.731
-0.934; -1.214;  0.506;  0.595;  0.349;  0.875; -0.804; -0.937;  0.484; -0.003; -0.274;  0.681; -0.732
-0.801; -1.067;  0.366;  0.696;  0.482;  0.934; -0.718; -0.876;  0.357;  0.048; -0.277;  0.731; -0.683
-0.670; -0.925;  0.293;  0.784;  0.602;  0.957; -0.621; -0.799;  0.289;  0.105; -0.268;  0.796; -0.606
-0.577; -0.789;  0.274;  0.838;  0.705;  0.963; -0.546; -0.709;  0.270;  0.155; -0.250;  0.855; -0.519
-0.469; -0.609;  0.273;  0.892;  0.820;  0.963; -0.452; -0.572;  0.270;  0.213; -0.213;  0.920; -0.392
-0.372; -0.441;  0.301;  0.932;  0.904;  0.955; -0.364; -0.427;  0.297;  0.258; -0.163;  0.967; -0.253
-0.333; -0.285;  0.385;  0.945;  0.960;  0.927; -0.327; -0.281;  0.375;  0.283; -0.116;  0.993; -0.116
-0.289; -0.077;  0.457;  0.959;  0.997;  0.897; -0.285; -0.077;  0.441;  0.299; -0.054;  0.999;  0.045
-0.226;  0.167;  0.470;  0.975;  0.986;  0.892; -0.224;  0.166;  0.453;  0.298;  0.016;  0.979;  0.204
-0.194;  0.400;  0.435;  0.981;  0.921;  0.907; -0.193;  0.390;  0.421;  0.284;  0.067;  0.949;  0.315
-0.153;  0.595;  0.392;  0.988;  0.828;  0.924; -0.152;  0.561;  0.382;  0.263;  0.109;  0.914;  0.405
-0.054;  0.730;  0.390;  0.999;  0.745;  0.925; -0.054;  0.667;  0.380;  0.231;  0.154;  0.861;  0.508
 0.086;  0.829;  0.378;  0.996;  0.675;  0.929;  0.086;  0.738;  0.369;  0.191;  0.194;  0.798;  0.603
 0.269;  0.924;  0.323;  0.964;  0.602;  0.948;  0.266;  0.798;  0.317;  0.139;  0.229;  0.726;  0.688
 0.481;  0.976;  0.278;  0.887;  0.560;  0.962;  0.463;  0.828;  0.275;  0.082;  0.254;  0.647;  0.763
 0.656;  0.982;  0.284;  0.792;  0.555;  0.960;  0.610;  0.832;  0.280;  0.035;  0.264;  0.573;  0.820
 0.808;  0.997;  0.307;  0.691;  0.543;  0.953;  0.723;  0.840;  0.302; -0.011;  0.264;  0.493;  0.870
 0.961;  1.043;  0.294;  0.572;  0.503;  0.957;  0.820;  0.864;  0.290; -0.058;  0.255;  0.409;  0.912
 1.107;  1.124;  0.259;  0.447;  0.432;  0.967;  0.894;  0.902;  0.256; -0.104;  0.235;  0.320;  0.947
 1.254;  1.197;  0.226;  0.311;  0.365;  0.974;  0.950;  0.931;  0.224; -0.144;  0.208;  0.230;  0.973
 1.425;  1.216;  0.197;  0.145;  0.348;  0.981;  0.989;  0.938;  0.196; -0.178;  0.180;  0.151;  0.989
 1.605;  1.234;  0.141; -0.034;  0.330;  0.990;  0.999;  0.944;  0.140; -0.207;  0.147;  0.081;  0.997
 1.804;  1.280;  0.095; -0.231;  0.286;  0.995;  0.973;  0.958;  0.095; -0.233;  0.099; -0.019;  1.000
 2.002;  1.347;  0.062; -0.418;  0.222;  0.998;  0.909;  0.975;  0.062; -0.246;  0.041; -0.134;  0.991
 2.202;  1.453; -0.006; -0.590;  0.118;  1.000;  0.807;  0.993; -0.006; -0.242; -0.022; -0.251;  0.968
 2.456;  1.585; -0.108; -0.774; -0.014;  0.994;  0.633;  1.000; -0.108; -0.217; -0.093; -0.385;  0.923
 2.743;  1.760; -0.239; -0.922; -0.188;  0.972;  0.388;  0.982; -0.236; -0.161; -0.158; -0.533;  0.846
 3.013;  1.861; -0.410; -0.992; -0.286;  0.917;  0.129;  0.958; -0.398; -0.109; -0.193; -0.616;  0.788
 3.188;  1.844; -0.623; -0.999; -0.270;  0.812; -0.046;  0.963; -0.583; -0.105; -0.203; -0.585;  0.811
 3.201;  1.817; -0.860; -0.998; -0.244;  0.653; -0.059;  0.970; -0.758; -0.127; -0.195; -0.488;  0.873
 3.145;  1.806; -1.075; -1.000; -0.233;  0.476; -0.003;  0.973; -0.880; -0.158; -0.171; -0.359;  0.933
 3.076;  1.802; -1.254; -0.998; -0.229;  0.311;  0.066;  0.973; -0.950; -0.181; -0.143; -0.238;  0.971
 3.028;  1.801; -1.435; -0.994; -0.228;  0.135;  0.113;  0.974; -0.991; -0.194; -0.115; -0.126;  0.992
 2.993;  1.789; -1.587; -0.989; -0.216; -0.016;  0.148;  0.976; -1.000; -0.202; -0.091; -0.026;  1.000
 2.953;  1.745; -1.672; -0.982; -0.173; -0.101;  0.188;  0.985; -0.995; -0.209; -0.068;  0.058;  0.998
 2.872;  1.678; -1.751; -0.964; -0.107; -0.179;  0.266;  0.994; -0.984; -0.216; -0.035;  0.170;  0.985
 2.812;  1.577; -1.843; -0.946; -0.006; -0.269;  0.323;  1.000; -0.963; -0.217; -0.000;  0.296;  0.955
 2.770;  1.464; -1.843; -0.932;  0.107; -0.269;  0.363;  0.994; -0.963; -0.220;  0.023;  0.367;  0.930
 2.676;  1.402; -1.808; -0.893;  0.168; -0.235;  0.449;  0.986; -0.972; -0.219;  0.049;  0.422;  0.906
 2.536;  1.397; -1.788; -0.822;  0.173; -0.215;  0.570;  0.985; -0.977; -0.212;  0.078;  0.478;  0.878
 2.372;  1.422; -1.783; -0.718;  0.148; -0.211;  0.696;  0.989; -0.978; -0.198;  0.108;  0.536;  0.844
 2.219;  1.464; -1.741; -0.604;  0.106; -0.170;  0.797;  0.994; -0.985; -0.186;  0.131;  0.565;  0.825
 2.105;  1.508; -1.709; -0.509;  0.063; -0.137;  0.861;  0.998; -0.991; -0.176;  0.145;  0.580;  0.815
 2.048;  1.527; -1.743; -0.459;  0.043; -0.171;  0.888;  0.999; -0.985; -0.165;  0.153;  0.609;  0.793
 2.037;  1.555; -1.819; -0.449;  0.015; -0.245;  0.893;  1.000; -0.969; -0.157;  0.154;  0.632;  0.775
 1.997;  1.628; -1.834; -0.413; -0.057; -0.260;  0.911;  0.998; -0.966; -0.154;  0.152;  0.625;  0.781
 1.958;  1.741; -1.796; -0.378; -0.169; -0.224;  0.926;  0.986; -0.975; -0.158;  0.144;  0.581;  0.814
 1.970;  1.844; -1.778; -0.389; -0.270; -0.206;  0.921;  0.963; -0.979; -0.167;  0.128;  0.523;  0.852
 1.955;  1.843; -1.811; -0.374; -0.269; -0.238;  0.927;  0.963; -0.971; -0.162;  0.132;  0.541;  0.841
 1.922;  1.809; -1.815; -0.344; -0.236; -0.242;  0.939;  0.972; -0.970; -0.155;  0.142;  0.576;  0.818
 1.894;  1.745; -1.811; -0.318; -0.173; -0.237;  0.948;  0.985; -0.971; -0.148;  0.153;  0.610;  0.792
 1.836;  1.629; -1.805; -0.262; -0.058; -0.232;  0.965;  0.998; -0.973; -0.131;  0.174;  0.675;  0.738
 1.785;  1.442; -1.787; -0.213;  0.128; -0.214;  0.977;  0.992; -0.977; -0.107;  0.198;  0.752;  0.660
 1.797;  1.222; -1.787; -0.224;  0.341; -0.214;  0.975;  0.940; -0.977; -0.085;  0.213;  0.816;  0.578
 1.853;  1.024; -1.819; -0.278;  0.520; -0.246;  0.960;  0.854; -0.969; -0.070;  0.218;  0.864;  0.504
 1.894;  0.872; -1.819; -0.318;  0.644; -0.245;  0.948;  0.765; -0.969; -0.060;  0.221;  0.890;  0.456
 1.909;  0.756; -1.812; -0.332;  0.727; -0.238;  0.943;  0.686; -0.971; -0.050;  0.223;  0.910;  0.414
 1.880;  0.635; -1.807; -0.305;  0.805; -0.234;  0.952;  0.594; -0.972; -0.028;  0.225;  0.938;  0.347
 1.821;  0.474; -1.805; -0.248;  0.890; -0.232;  0.969;  0.456; -0.973;  0.006;  0.224;  0.970;  0.242
 1.797;  0.327; -1.803; -0.224;  0.947; -0.230;  0.975;  0.321; -0.973;  0.029;  0.217;  0.987;  0.159
 1.828;  0.204; -1.802; -0.255;  0.979; -0.229;  0.967;  0.202; -0.973;  0.037;  0.211;  0.993;  0.115
 1.899;  0.089; -1.786; -0.323;  0.996; -0.214;  0.946;  0.089; -0.977;  0.035;  0.208;  0.995;  0.101
 1.967; -0.004; -1.776; -0.386;  1.000; -0.204;  0.922; -0.004; -0.979;  0.031;  0.205;  0.996;  0.094
 2.000; -0.076; -1.771; -0.416;  0.997; -0.199;  0.909; -0.076; -0.980;  0.032;  0.202;  0.997;  0.077
 2.043; -0.146; -1.722; -0.455;  0.989; -0.151;  0.891; -0.145; -0.989;  0.031;  0.203;  0.996;  0.087
 2.084; -0.252; -1.621; -0.491;  0.968; -0.050;  0.871; -0.249; -0.999;  0.033;  0.207;  0.994;  0.106
 2.074; -0.404; -1.520; -0.482;  0.919;  0.051;  0.876; -0.393; -0.999;  0.051;  0.204;  0.997;  0.075
 2.021; -0.603; -1.480; -0.436;  0.824;  0.091;  0.900; -0.567; -0.996;  0.081;  0.182;  1.000; -0.031
 1.943; -0.851; -1.488; -0.364;  0.659;  0.083;  0.931; -0.752; -0.997;  0.111;  0.140;  0.981; -0.196
 1.866; -1.164; -1.479; -0.291;  0.395;  0.092;  0.957; -0.919; -0.996;  0.126;  0.083;  0.926; -0.379
 1.803; -1.502; -1.465; -0.230;  0.069;  0.105;  0.973; -0.998; -0.994;  0.116;  0.026;  0.835; -0.550
 1.775; -1.841; -1.511; -0.203; -0.267;  0.060;  0.979; -0.964; -0.998;  0.079; -0.019;  0.705; -0.709
 1.744; -1.935; -1.620; -0.172; -0.356; -0.049;  0.985; -0.934; -0.999;  0.054; -0.028;  0.615; -0.789
 1.655; -1.892; -1.735; -0.084; -0.316; -0.163;  0.996; -0.949; -0.987;  0.046; -0.025;  0.552; -0.834
 1.539; -1.793; -1.835;  0.032; -0.221; -0.261;  0.999; -0.975; -0.965;  0.047; -0.022;  0.511; -0.859
 1.450; -1.682; -1.843;  0.121; -0.111; -0.269;  0.993; -0.994; -0.963;  0.056; -0.020;  0.508; -0.862
 1.380; -1.630; -1.824;  0.189; -0.059; -0.251;  0.982; -0.998; -0.968;  0.063; -0.023;  0.509; -0.861
 1.321; -1.611; -1.809;  0.247; -0.040; -0.236;  0.969; -0.999; -0.972;  0.065; -0.027;  0.498; -0.867
 1.279; -1.607; -1.805;  0.287; -0.036; -0.232;  0.958; -0.999; -0.973;  0.065; -0.030;  0.483; -0.875
 1.198; -1.656; -1.803;  0.364; -0.085; -0.231;  0.931; -0.996; -0.973;  0.056; -0.036;  0.426; -0.905
 1.086; -1.775; -1.777;  0.466; -0.203; -0.205;  0.885; -0.979; -0.979;  0.038; -0.044;  0.331; -0.944
 0.946; -1.851; -1.708;  0.585; -0.276; -0.137;  0.811; -0.961; -0.991;  0.025; -0.053;  0.260; -0.966
 0.762; -1.834; -1.643;  0.723; -0.260; -0.073;  0.691; -0.966; -0.997;  0.020; -0.064;  0.212; -0.977
 0.583; -1.755; -1.572;  0.835; -0.183; -0.001;  0.550; -0.983; -1.000;  0.021; -0.080;  0.198; -0.980
 0.450; -1.645; -1.473;  0.901; -0.074;  0.097;  0.435; -0.997; -0.995;  0.029; -0.100;  0.234; -0.972
 0.340; -1.570; -1.337;  0.943;  0.001;  0.232;  0.333; -1.000; -0.973;  0.035; -0.121;  0.283; -0.959
 0.187; -1.503; -1.166;  0.983;  0.067;  0.393;  0.186; -0.998; -0.919;  0.036; -0.146;  0.323; -0.946
 0.038; -1.409; -1.029;  0.999;  0.161;  0.515;  0.038; -0.987; -0.857;  0.039; -0.169;  0.362; -0.932
-0.071; -1.268; -0.961;  0.997;  0.299;  0.573; -0.071; -0.954; -0.820;  0.050; -0.186;  0.409; -0.913
-0.175; -1.056; -0.898;  0.985;  0.492;  0.623; -0.174; -0.871; -0.782;  0.073; -0.205;  0.485; -0.875
-0.255; -0.824; -0.817;  0.968;  0.679;  0.684; -0.252; -0.734; -0.729;  0.109; -0.218;  0.583; -0.812
-0.306; -0.592; -0.713;  0.954;  0.830;  0.756; -0.301; -0.558; -0.654;  0.153; -0.218;  0.693; -0.721
-0.317; -0.318; -0.570;  0.950;  0.950;  0.842; -0.312; -0.313; -0.540;  0.215; -0.193;  0.824; -0.567
-0.285; -0.008; -0.400;  0.960;  1.000;  0.921; -0.281; -0.008; -0.389;  0.276; -0.127;  0.941; -0.340
-0.267;  0.288; -0.214;  0.964;  0.959;  0.977; -0.264;  0.284; -0.212;  0.304; -0.045;  0.995; -0.096
-0.307;  0.557; -0.039;  0.953;  0.849;  0.999; -0.302;  0.529; -0.039;  0.300;  0.018;  0.994;  0.106
-0.393;  0.849;  0.109;  0.924;  0.661;  0.994; -0.383;  0.751;  0.109;  0.275;  0.065;  0.960;  0.279
-0.470;  1.129;  0.206;  0.892;  0.428;  0.979; -0.452;  0.904;  0.205;  0.240;  0.100;  0.908;  0.419
-0.504;  1.396;  0.299;  0.876;  0.174;  0.956; -0.483;  0.985;  0.294;  0.191;  0.132;  0.828;  0.561
-0.511;  1.670;  0.409;  0.872; -0.099;  0.918; -0.489;  0.995;  0.398;  0.128;  0.153;  0.708;  0.706
-0.521;  1.866;  0.516;  0.867; -0.291;  0.870; -0.498;  0.957;  0.493;  0.083;  0.153;  0.607;  0.795
-0.539;  1.878;  0.594;  0.858; -0.303;  0.829; -0.513;  0.953;  0.560;  0.069;  0.149;  0.567;  0.824
-0.542;  1.850;  0.628;  0.857; -0.275;  0.809; -0.516;  0.961;  0.588;  0.072;  0.148;  0.567;  0.824
-0.539;  1.815;  0.657;  0.858; -0.242;  0.792; -0.513;  0.970;  0.611;  0.076;  0.147;  0.568;  0.823
-0.530;  1.773;  0.685;  0.863; -0.201;  0.774; -0.506;  0.980;  0.633;  0.080;  0.147;  0.570;  0.822
-0.547;  1.744;  0.708;  0.854; -0.172;  0.760; -0.520;  0.985;  0.650;  0.086;  0.145;  0.580;  0.815
-0.620;  1.766;  0.742;  0.814; -0.194;  0.737; -0.581;  0.981;  0.676;  0.088;  0.138;  0.587;  0.810
-0.742;  1.824;  0.782;  0.737; -0.250;  0.710; -0.676;  0.968;  0.705;  0.088;  0.126;  0.595;  0.804
-0.892;  1.825;  0.824;  0.628; -0.252;  0.680; -0.778;  0.968;  0.734;  0.102;  0.111;  0.638;  0.770
