j0; j1; j2; j3; j4; cos(j0); cos(j1); cos(j2); cos(j3); cos(j4); sin(j0); sin(j1); sin(j2); sin(j3); sin(j4); ee_x; ee_y; ee_z; ee_qw; ee_qx; ee_qy; ee_qz
-1.550;  0.503;  1.612;  1.564;  1.492;  0.021;  0.876; -0.041;  0.007;  0.079; -1.000;  0.482;  0.999;  1.000;  0.997; -0.118; -0.086;  0.067; -0.597;  0.367;  0.632; -0.331
-1.580;  0.391;  1.592;  1.588;  1.458; -0.009;  0.925; -0.021; -0.017;  0.113; -1.000;  0.381;  1.000;  1.000;  0.994; -0.120; -0.088;  0.076; -0.574;  0.418;  0.614; -0.345
-1.595;  0.272;  1.582;  1.566;  1.469; -0.024;  0.963; -0.011;  0.004;  0.101; -1.000;  0.269;  1.000;  1.000;  0.995; -0.122; -0.097;  0.088; -0.547;  0.461;  0.580; -0.390
-1.588;  0.159;  1.578;  1.532;  1.481; -0.017;  0.987; -0.007;  0.039;  0.090; -1.000;  0.158;  1.000;  0.999;  0.996; -0.121; -0.108;  0.101; -0.513;  0.496;  0.547; -0.439
-1.562;  0.078;  1.537;  1.528;  1.500;  0.009;  0.997;  0.034;  0.043;  0.071; -1.000;  0.078;  0.999;  0.999;  0.997; -0.119; -0.119;  0.116; -0.480;  0.515;  0.520; -0.484
-1.520;  0.053;  1.446;  1.511;  1.530;  0.051;  0.999;  0.124;  0.059;  0.041; -0.999;  0.053;  0.992;  0.998;  0.999; -0.113; -0.137;  0.134; -0.442;  0.529;  0.491; -0.533
-1.439;  0.017;  1.318;  1.503;  1.522;  0.131;  1.000;  0.250;  0.067;  0.049; -0.991;  0.017;  0.968;  0.998;  0.999; -0.100; -0.159;  0.155; -0.367;  0.550;  0.470; -0.585
-1.339; -0.070;  1.141;  1.543;  1.530;  0.230;  0.998;  0.417;  0.028;  0.041; -0.973; -0.070;  0.909;  1.000;  0.999; -0.082; -0.173;  0.194; -0.267;  0.574;  0.434; -0.641
-1.238; -0.192;  0.978;  1.591;  1.586;  0.327;  0.982;  0.559; -0.020; -0.015; -0.945; -0.191;  0.829;  1.000;  1.000; -0.069; -0.169;  0.239; -0.163;  0.597;  0.378; -0.688
-1.131; -0.304;  0.866;  1.594;  1.593;  0.426;  0.954;  0.648; -0.023; -0.022; -0.905; -0.299;  0.762;  1.000;  1.000; -0.058; -0.159;  0.271; -0.058;  0.616;  0.339; -0.709
-1.068; -0.351;  0.750;  1.560;  1.573;  0.482;  0.939;  0.732;  0.011; -0.002; -0.876; -0.344;  0.682;  1.000;  1.000; -0.052; -0.155;  0.296;  0.040;  0.638;  0.304; -0.706
-1.028; -0.359;  0.638;  1.462;  1.515;  0.517;  0.936;  0.803;  0.109;  0.056; -0.856; -0.352;  0.596;  0.994;  0.998; -0.045; -0.157;  0.323;  0.150;  0.659;  0.266; -0.688
-0.996; -0.360;  0.562;  1.319;  1.460;  0.543;  0.936;  0.846;  0.249;  0.111; -0.839; -0.352;  0.533;  0.968;  0.994; -0.039; -0.158;  0.352;  0.255;  0.670;  0.221; -0.662
-0.951; -0.320;  0.538;  1.135;  1.418;  0.581;  0.949;  0.859;  0.422;  0.152; -0.814; -0.314;  0.512;  0.907;  0.988; -0.027; -0.166;  0.376;  0.339;  0.669;  0.190; -0.633
-0.903; -0.215;  0.573;  0.920;  1.365;  0.619;  0.977;  0.840;  0.606;  0.204; -0.785; -0.213;  0.542;  0.795;  0.979; -0.000; -0.189;  0.386;  0.396;  0.658;  0.195; -0.610
-0.889; -0.050;  0.650;  0.699;  1.302;  0.630;  0.999;  0.796;  0.765;  0.266; -0.776; -0.050;  0.605;  0.644;  0.964;  0.035; -0.227;  0.375;  0.414;  0.643;  0.227; -0.603
-0.880;  0.172;  0.716;  0.477;  1.260;  0.638;  0.985;  0.755;  0.888;  0.305; -0.770;  0.171;  0.656;  0.459;  0.952;  0.073; -0.267;  0.344;  0.409;  0.631;  0.266; -0.603
-0.897;  0.402;  0.742;  0.270;  1.246;  0.624;  0.920;  0.737;  0.964;  0.319; -0.782;  0.392;  0.675;  0.267;  0.948;  0.095; -0.301;  0.306;  0.392;  0.628;  0.283; -0.609
-0.929;  0.643;  0.751;  0.055;  1.186;  0.598;  0.800;  0.731;  0.998;  0.375; -0.801;  0.600;  0.682;  0.055;  0.927;  0.110; -0.333;  0.262;  0.389;  0.620;  0.304; -0.609
-0.931;  0.926;  0.754; -0.156;  1.106;  0.597;  0.601;  0.729;  0.988;  0.448; -0.802;  0.799;  0.685; -0.155;  0.894;  0.133; -0.357;  0.197;  0.387;  0.603;  0.355; -0.600
-0.922;  1.241;  0.793; -0.309;  1.023;  0.604;  0.324;  0.702;  0.953;  0.521; -0.797;  0.946;  0.713; -0.304;  0.854;  0.147; -0.363;  0.094;  0.343;  0.580;  0.451; -0.585
-0.927;  1.593;  0.839; -0.443;  0.889;  0.600; -0.022;  0.668;  0.904;  0.630; -0.800;  1.000;  0.744; -0.428;  0.777;  0.139; -0.340; -0.028;  0.279;  0.548;  0.573; -0.542
-0.972;  1.698;  0.819; -0.581;  0.748;  0.564; -0.127;  0.683;  0.836;  0.733; -0.826;  0.992;  0.731; -0.549;  0.680;  0.136; -0.345; -0.043;  0.323;  0.541;  0.583; -0.512
-1.012;  1.662;  0.797; -0.742;  0.635;  0.530; -0.091;  0.699;  0.737;  0.805; -0.848;  0.996;  0.715; -0.676;  0.593;  0.145; -0.367;  0.008;  0.428;  0.527;  0.530; -0.508
-0.983;  1.601;  0.823; -0.905;  0.496;  0.554; -0.031;  0.680;  0.618;  0.879; -0.832;  1.000;  0.733; -0.786;  0.476;  0.176; -0.367;  0.060;  0.540;  0.472;  0.504; -0.481
-0.946;  1.499;  0.833; -1.051;  0.357;  0.585;  0.072;  0.673;  0.496;  0.937; -0.811;  0.997;  0.740; -0.868;  0.349;  0.204; -0.355;  0.132;  0.654;  0.395;  0.459; -0.454
-0.941;  1.347;  0.800; -1.206;  0.227;  0.589;  0.222;  0.697;  0.356;  0.974; -0.808;  0.975;  0.717; -0.934;  0.225;  0.206; -0.329;  0.236;  0.766;  0.294;  0.355; -0.447
-0.952;  1.162;  0.769; -1.349;  0.120;  0.580;  0.397;  0.719;  0.220;  0.993; -0.814;  0.918;  0.695; -0.975;  0.120;  0.181; -0.279;  0.335;  0.842;  0.182;  0.228; -0.453
-0.972;  0.997;  0.755; -1.493;  0.076;  0.564;  0.543;  0.728;  0.078;  0.997; -0.826;  0.840;  0.685; -0.997;  0.076;  0.140; -0.221;  0.402;  0.874;  0.094;  0.097; -0.467
-1.000;  0.898;  0.741; -1.621;  0.040;  0.540;  0.623;  0.737; -0.050;  0.999; -0.842;  0.782;  0.675; -0.999;  0.040;  0.106; -0.175;  0.431;  0.877;  0.027;  0.007; -0.480
-1.003;  0.806;  0.749; -1.626; -0.006;  0.538;  0.692;  0.732; -0.055;  1.000; -0.843;  0.722;  0.681; -0.998; -0.006;  0.093; -0.145;  0.447;  0.876; -0.020; -0.030; -0.480
-0.940;  0.671;  0.781; -1.605; -0.013;  0.589;  0.783;  0.710; -0.034;  1.000; -0.808;  0.622;  0.704; -0.999; -0.013;  0.085; -0.113;  0.466;  0.889; -0.041; -0.065; -0.452
-0.835;  0.490;  0.777; -1.590;  0.010;  0.671;  0.882;  0.713; -0.019;  1.000; -0.742;  0.471;  0.701; -1.000;  0.010;  0.054; -0.062;  0.488;  0.903; -0.061; -0.149; -0.400
-0.700;  0.262;  0.757; -1.581;  0.046;  0.765;  0.966;  0.727; -0.010;  0.999; -0.645;  0.259;  0.687; -1.000;  0.046; -0.006; -0.002;  0.498;  0.904; -0.074; -0.268; -0.324
-0.557;  0.032;  0.743; -1.576;  0.092;  0.849;  0.999;  0.736; -0.005;  0.996; -0.529;  0.032;  0.677; -1.000;  0.092; -0.080;  0.037;  0.487;  0.889; -0.066; -0.386; -0.236
-0.451; -0.206;  0.695; -1.552;  0.088;  0.900;  0.979;  0.768;  0.019;  0.996; -0.436; -0.205;  0.641; -1.000;  0.088; -0.163;  0.067;  0.454;  0.845; -0.076; -0.502; -0.171
-0.391; -0.468;  0.657; -1.545;  0.042;  0.925;  0.892;  0.792;  0.025;  0.999; -0.381; -0.452;  0.610; -1.000;  0.042; -0.241;  0.094;  0.391;  0.766; -0.106; -0.619; -0.138
-0.348; -0.755;  0.676; -1.558;  0.031;  0.940;  0.728;  0.780;  0.012;  1.000; -0.341; -0.685;  0.626; -1.000;  0.031; -0.301;  0.105;  0.309;  0.675; -0.116; -0.721; -0.107
-0.274; -1.042;  0.685; -1.531;  0.067;  0.963;  0.504;  0.774;  0.040;  0.998; -0.270; -0.864;  0.633; -0.999;  0.067; -0.345;  0.089;  0.220;  0.584; -0.091; -0.805; -0.053
-0.200; -1.345;  0.679; -1.521;  0.146;  0.980;  0.224;  0.778;  0.050;  0.989; -0.198; -0.975;  0.628; -0.999;  0.145; -0.362;  0.055;  0.111;  0.462; -0.055; -0.885;  0.019
-0.137; -1.623;  0.674; -1.575;  0.280;  0.991; -0.053;  0.781; -0.004;  0.961; -0.136; -0.999;  0.624; -1.000;  0.277; -0.339;  0.013;  0.018;  0.326; -0.019; -0.939;  0.110
-0.029; -1.655;  0.637; -1.598;  0.461;  1.000; -0.084;  0.804; -0.027;  0.895; -0.029; -0.996;  0.595; -1.000;  0.445; -0.316; -0.044; -0.010;  0.254;  0.045; -0.941;  0.217
 0.106; -1.600;  0.556; -1.580;  0.656;  0.994; -0.029;  0.849; -0.009;  0.792;  0.106; -1.000;  0.528; -1.000;  0.610; -0.299; -0.106;  0.005;  0.225;  0.131; -0.909;  0.324
 0.215; -1.527;  0.451; -1.527;  0.843;  0.977;  0.044;  0.900;  0.044;  0.665;  0.213; -0.999;  0.436; -0.999;  0.747; -0.281; -0.153;  0.025;  0.199;  0.203; -0.863;  0.418
 0.277; -1.455;  0.365; -1.479;  0.992;  0.962;  0.116;  0.934;  0.092;  0.547;  0.274; -0.993;  0.357; -0.996;  0.837; -0.266; -0.180;  0.047;  0.183;  0.250; -0.817;  0.486
 0.308; -1.370;  0.290; -1.484;  1.108;  0.953;  0.200;  0.958;  0.087;  0.446;  0.303; -0.980;  0.286; -0.996;  0.895; -0.250; -0.192;  0.068;  0.162;  0.273; -0.782;  0.536
 0.316; -1.326;  0.235; -1.511;  1.267;  0.951;  0.243;  0.972;  0.059;  0.299;  0.311; -0.970;  0.233; -0.998;  0.954; -0.232; -0.196;  0.083;  0.122;  0.278; -0.742;  0.597
 0.296; -1.327;  0.183; -1.530;  1.422;  0.957;  0.242;  0.983;  0.041;  0.148;  0.291; -0.970;  0.182; -0.999;  0.989; -0.221; -0.191;  0.089;  0.080;  0.258; -0.707;  0.654
 0.239; -1.362;  0.081; -1.580;  1.499;  0.972;  0.207;  0.997; -0.009;  0.072;  0.237; -0.978;  0.081; -1.000;  0.997; -0.212; -0.175;  0.070;  0.021;  0.181; -0.708;  0.682
 0.145; -1.399; -0.026; -1.595;  1.569;  0.990;  0.171;  1.000; -0.025;  0.002;  0.144; -0.985; -0.026; -1.000;  1.000; -0.211; -0.152;  0.056; -0.008;  0.094; -0.701;  0.706
 0.000; -1.447; -0.098; -1.561;  1.611;  1.000;  0.124;  0.995;  0.010; -0.040;  0.000; -0.992; -0.098; -1.000;  0.999; -0.223; -0.120;  0.042;  0.012;  0.013; -0.692;  0.722
-0.181; -1.554; -0.187; -1.516;  1.601;  0.984;  0.016;  0.983;  0.055; -0.030; -0.180; -1.000; -0.186; -0.998;  1.000; -0.224; -0.081;  0.008;  0.025; -0.104; -0.689;  0.717
-0.389; -1.615; -0.296; -1.447;  1.572;  0.925; -0.044;  0.956;  0.124; -0.002; -0.379; -0.999; -0.292; -0.992;  1.000; -0.220; -0.040; -0.019;  0.060; -0.212; -0.674;  0.705
-0.632; -1.597; -0.367; -1.330;  1.551;  0.807; -0.026;  0.933;  0.238;  0.020; -0.591; -1.000; -0.359; -0.971;  1.000; -0.227;  0.018; -0.026;  0.165; -0.272; -0.660;  0.680
-0.895; -1.576; -0.393; -1.217;  1.517;  0.626; -0.005;  0.924;  0.347;  0.053; -0.780; -1.000; -0.383; -0.938;  0.999; -0.222;  0.086; -0.029;  0.283; -0.327; -0.648;  0.627
-1.161; -1.572; -0.410; -1.096;  1.482;  0.398; -0.001;  0.917;  0.457;  0.089; -0.917; -1.000; -0.398; -0.889;  0.996; -0.197;  0.153; -0.034;  0.390; -0.386; -0.628;  0.551
-1.432; -1.571; -0.453; -0.921;  1.504;  0.139; -0.000;  0.899;  0.605;  0.067; -0.990; -1.000; -0.438; -0.796;  0.998; -0.151;  0.214; -0.034;  0.500; -0.426; -0.592;  0.466
-1.643; -1.571; -0.489; -0.756;  1.537; -0.072;  0.000;  0.883;  0.728;  0.034; -0.997; -1.000; -0.470; -0.686;  0.999; -0.100;  0.254; -0.029;  0.583; -0.445; -0.564;  0.380
-1.651; -1.573; -0.522; -0.654;  1.586; -0.081; -0.002;  0.867;  0.794; -0.015; -0.997; -1.000; -0.499; -0.608;  1.000; -0.099;  0.258; -0.025;  0.607; -0.413; -0.568;  0.373
-1.621; -1.556; -0.593; -0.606;  1.603; -0.051;  0.015;  0.829;  0.822; -0.033; -0.999; -1.000; -0.559; -0.569;  0.999; -0.107;  0.250; -0.026;  0.603; -0.399; -0.570;  0.389
-1.584; -1.516; -0.660; -0.555;  1.593; -0.013;  0.054;  0.790;  0.850; -0.023; -1.000; -0.999; -0.613; -0.527;  1.000; -0.117;  0.247; -0.025;  0.598; -0.385; -0.584;  0.391
-1.547; -1.468; -0.744; -0.447;  1.584;  0.024;  0.102;  0.736;  0.902; -0.013; -1.000; -0.995; -0.677; -0.432;  1.000; -0.126;  0.247; -0.020;  0.603; -0.355; -0.607;  0.377
-1.554; -1.386; -0.870; -0.277;  1.563;  0.017;  0.184;  0.645;  0.962;  0.008; -1.000; -0.983; -0.764; -0.274;  1.000; -0.124;  0.258; -0.009;  0.623; -0.324; -0.631;  0.330
-1.556; -1.303; -0.974; -0.123;  1.495;  0.015;  0.265;  0.562;  0.992;  0.076; -1.000; -0.964; -0.827; -0.122;  0.997; -0.124;  0.272;  0.001;  0.634; -0.304; -0.660;  0.265
-1.513; -1.252; -1.047;  0.023;  1.416;  0.058;  0.313;  0.500;  1.000;  0.154; -0.998; -0.950; -0.866;  0.023;  0.988; -0.135;  0.281;  0.010;  0.637; -0.275; -0.689;  0.211
-1.444; -1.184; -1.163;  0.212;  1.324;  0.126;  0.378;  0.397;  0.978;  0.244; -0.992; -0.926; -0.918;  0.210;  0.970; -0.154;  0.285;  0.022;  0.641; -0.234; -0.714;  0.153
-1.327; -1.124; -1.331;  0.392;  1.166;  0.242;  0.432;  0.237;  0.924;  0.394; -0.970; -0.902; -0.971;  0.382;  0.919; -0.182;  0.276;  0.021;  0.629; -0.218; -0.738;  0.108
-1.200; -1.070; -1.526;  0.585;  0.982;  0.362;  0.480;  0.044;  0.833;  0.556; -0.932; -0.877; -0.999;  0.553;  0.831; -0.208;  0.260;  0.016;  0.615; -0.212; -0.757;  0.062
-1.082; -0.955; -1.623;  0.841;  0.813;  0.469;  0.578; -0.052;  0.666;  0.687; -0.883; -0.816; -0.999;  0.746;  0.726; -0.238;  0.262;  0.072;  0.663; -0.143; -0.733; -0.046
-0.928; -0.771; -1.614;  1.152;  0.698;  0.599;  0.717; -0.044;  0.407;  0.766; -0.800; -0.697; -0.999;  0.914;  0.642; -0.270;  0.232;  0.202;  0.774;  0.006; -0.611; -0.166
-0.720; -0.592; -1.596;  1.518;  0.618;  0.752;  0.830; -0.025;  0.053;  0.815; -0.659; -0.558; -1.000;  0.999;  0.580; -0.259;  0.134;  0.329;  0.877;  0.159; -0.394; -0.223
-0.523; -0.450; -1.585;  1.699;  0.555;  0.866;  0.900; -0.014; -0.128;  0.850; -0.499; -0.435; -1.000;  0.992;  0.527; -0.219;  0.053;  0.390;  0.928;  0.221; -0.221; -0.202
-0.363; -0.284; -1.579;  1.667;  0.495;  0.935;  0.960; -0.008; -0.096;  0.880; -0.355; -0.280; -1.000;  0.995;  0.475; -0.188;  0.010;  0.425;  0.953;  0.223; -0.137; -0.151
-0.175; -0.054; -1.548;  1.607;  0.447;  0.985;  0.999;  0.022; -0.036;  0.902; -0.174; -0.054; -1.000;  0.999;  0.433; -0.122; -0.031;  0.464;  0.971;  0.221; -0.018; -0.086
 0.016;  0.242; -1.461;  1.564;  0.388;  1.000;  0.971;  0.109;  0.007;  0.926;  0.016;  0.240; -0.994;  1.000;  0.378;  0.000; -0.045;  0.492;  0.967;  0.188;  0.170; -0.025
 0.223;  0.579; -1.307;  1.504;  0.316;  0.975;  0.837;  0.261;  0.066;  0.951;  0.221;  0.547; -0.965;  0.998;  0.311;  0.152; -0.004;  0.473;  0.915;  0.103;  0.388;  0.043
 0.500;  0.909; -1.131;  1.446;  0.248;  0.878;  0.614;  0.426;  0.124;  0.969;  0.479;  0.789; -0.905;  0.992;  0.245;  0.260;  0.108;  0.388;  0.804; -0.043;  0.578;  0.132
 0.794;  1.215; -0.983;  1.433;  0.163;  0.701;  0.348;  0.555;  0.138;  0.987;  0.713;  0.938; -0.832;  0.991;  0.162;  0.267;  0.244;  0.258;  0.642; -0.234;  0.701;  0.204
 1.074;  1.517; -0.883;  1.442;  0.055;  0.476;  0.053;  0.635;  0.128;  0.998;  0.879;  0.999; -0.773;  0.992;  0.055;  0.187;  0.331;  0.116;  0.448; -0.429;  0.747;  0.239
 1.356;  1.660; -0.797;  1.440; -0.051;  0.214; -0.089;  0.699;  0.131;  0.999;  0.977;  0.996; -0.716;  0.991; -0.051;  0.072;  0.360;  0.037;  0.300; -0.581;  0.706;  0.272
 1.621;  1.643; -0.718;  1.443; -0.105; -0.050; -0.072;  0.753;  0.128;  0.994;  0.999;  0.997; -0.658;  0.992; -0.105; -0.040;  0.359;  0.025;  0.220; -0.692;  0.614;  0.309
 1.678;  1.612; -0.636;  1.480; -0.107; -0.107; -0.041;  0.804;  0.091;  0.994;  0.994;  0.999; -0.594;  0.996; -0.107; -0.052;  0.346;  0.011;  0.186; -0.713;  0.613;  0.284
 1.644;  1.592; -0.554;  1.540; -0.041; -0.073; -0.021;  0.850;  0.030;  0.999;  0.997;  1.000; -0.526;  1.000; -0.041; -0.029;  0.329; -0.010;  0.175; -0.707;  0.649;  0.217
 1.610;  1.569; -0.494;  1.587;  0.056; -0.040;  0.002;  0.881; -0.016;  0.998;  0.999;  1.000; -0.474;  1.000;  0.056; -0.006;  0.315; -0.021;  0.183; -0.696;  0.678;  0.151
 1.591;  1.568; -0.406;  1.578;  0.137; -0.020;  0.003;  0.919; -0.008;  0.991;  1.000;  1.000; -0.395;  1.000;  0.136;  0.010;  0.303; -0.036;  0.187; -0.689;  0.694;  0.095
 1.542;  1.579; -0.291;  1.567;  0.201;  0.029; -0.008;  0.958;  0.004;  0.980;  1.000;  1.000; -0.287;  1.000;  0.200;  0.032;  0.281; -0.058;  0.171; -0.676;  0.716;  0.028
 1.457;  1.554; -0.198;  1.581;  0.260;  0.113;  0.017;  0.981; -0.010;  0.966;  0.994;  1.000; -0.196;  1.000;  0.257;  0.061;  0.259; -0.066;  0.161; -0.647;  0.745; -0.029
 1.386;  1.534; -0.113;  1.580;  0.337;  0.184;  0.037;  0.994; -0.010;  0.944;  0.983;  0.999; -0.113;  1.000;  0.331;  0.085;  0.239; -0.070;  0.160; -0.619;  0.764; -0.084
 1.348;  1.557; -0.007;  1.562;  0.441;  0.221;  0.014;  1.000;  0.009;  0.904;  0.975;  1.000; -0.007;  1.000;  0.427;  0.100;  0.210; -0.085;  0.148; -0.606;  0.764; -0.162
 1.315;  1.596;  0.099;  1.502;  0.534;  0.253; -0.025;  0.995;  0.068;  0.861;  0.967;  1.000;  0.099;  0.998;  0.509;  0.111;  0.184; -0.100;  0.139; -0.595;  0.759; -0.226
 1.259;  1.595;  0.197;  1.407;  0.621;  0.306; -0.024;  0.981;  0.163;  0.813;  0.952;  1.000;  0.195;  0.987;  0.582;  0.129;  0.174; -0.104;  0.158; -0.568;  0.764; -0.263
 1.164;  1.586;  0.327;  1.277;  0.729;  0.396; -0.015;  0.947;  0.290;  0.746;  0.918;  1.000;  0.321;  0.957;  0.666;  0.154;  0.155; -0.108;  0.177; -0.521;  0.776; -0.310
 1.073;  1.580;  0.497;  1.131;  0.819;  0.477; -0.009;  0.879;  0.426;  0.683;  0.879;  1.000;  0.477;  0.905;  0.730;  0.169;  0.128; -0.116;  0.177; -0.480;  0.781; -0.358
 1.036;  1.564;  0.660;  1.028;  0.851;  0.509;  0.007;  0.790;  0.516;  0.659;  0.860;  1.000;  0.613;  0.856;  0.752;  0.167;  0.105; -0.124;  0.160; -0.470;  0.779; -0.383
 1.025;  1.545;  0.787;  0.934;  0.880;  0.519;  0.025;  0.706;  0.595;  0.637;  0.855;  1.000;  0.708;  0.804;  0.771;  0.165;  0.094; -0.128;  0.159; -0.466;  0.774; -0.398
 0.998;  1.527;  0.906;  0.773;  0.910;  0.542;  0.043;  0.617;  0.716;  0.614;  0.840;  0.999;  0.787;  0.699;  0.789;  0.171;  0.091; -0.132;  0.184; -0.442;  0.781; -0.400
 0.946;  1.509;  1.067;  0.613;  0.910;  0.585;  0.062;  0.482;  0.818;  0.614;  0.811;  0.998;  0.876;  0.576;  0.789;  0.170;  0.074; -0.140;  0.181; -0.419;  0.795; -0.401
 0.859;  1.498;  1.276;  0.475;  0.928;  0.654;  0.073;  0.290;  0.889;  0.599;  0.757;  0.997;  0.957;  0.457;  0.800;  0.157;  0.035; -0.145;  0.142; -0.393;  0.802; -0.426
 0.722;  1.498;  1.485;  0.361;  0.971;  0.750;  0.073;  0.086;  0.936;  0.564;  0.661;  0.997;  0.996;  0.353;  0.826;  0.133; -0.015; -0.145;  0.081; -0.355;  0.806; -0.466
 0.572;  1.538;  1.636;  0.324;  1.060;  0.841;  0.033; -0.066;  0.948;  0.489;  0.542;  0.999;  0.998;  0.318;  0.873;  0.093; -0.064; -0.134; -0.009; -0.327;  0.788; -0.521
 0.385;  1.590;  1.637;  0.365;  1.212;  0.927; -0.019; -0.066;  0.934;  0.351;  0.376;  1.000;  0.998;  0.357;  0.936;  0.073; -0.092; -0.118; -0.072; -0.277;  0.763; -0.580
 0.165;  1.593;  1.610;  0.476;  1.347;  0.986; -0.022; -0.039;  0.889;  0.222;  0.164;  1.000;  0.999;  0.458;  0.975;  0.049; -0.110; -0.099; -0.158; -0.228;  0.737; -0.616
-0.045;  1.576;  1.552;  0.648;  1.435;  0.999; -0.005;  0.019;  0.797;  0.136; -0.045;  1.000;  1.000;  0.603;  0.991;  0.028; -0.120; -0.081; -0.249; -0.189;  0.720; -0.619
-0.263;  1.532;  1.440;  0.820;  1.493;  0.966;  0.039;  0.130;  0.682;  0.078; -0.260;  0.999;  0.991;  0.731;  0.997;  0.020; -0.129; -0.068; -0.317; -0.124;  0.718; -0.607
-0.463;  1.438;  1.341;  0.955;  1.533;  0.895;  0.132;  0.228;  0.577;  0.038; -0.446;  0.991;  0.974;  0.816;  0.999;  0.019; -0.144; -0.052; -0.357; -0.039;  0.717; -0.597
-0.626;  1.317;  1.312;  1.111;  1.592;  0.810;  0.251;  0.256;  0.444; -0.021; -0.586;  0.968;  0.967;  0.896;  1.000;  0.007; -0.153; -0.028; -0.407;  0.008;  0.705; -0.581
-0.786;  1.204;  1.318;  1.260;  1.595;  0.707;  0.359;  0.250;  0.306; -0.024; -0.707;  0.933;  0.968;  0.952;  1.000; -0.014; -0.155; -0.005; -0.463;  0.046;  0.699; -0.543
-0.940;  1.068;  1.306;  1.368;  1.582;  0.590;  0.481;  0.261;  0.202; -0.011; -0.808;  0.876;  0.965;  0.979;  1.000; -0.033; -0.158;  0.015; -0.493;  0.117;  0.694; -0.511
-1.093;  0.877;  1.311;  1.495;  1.576;  0.460;  0.640;  0.257;  0.075; -0.006; -0.888;  0.769;  0.966;  0.997;  1.000; -0.054; -0.158;  0.044; -0.516;  0.191;  0.679; -0.486
-1.242;  0.615;  1.365;  1.623;  1.538;  0.323;  0.817;  0.204; -0.052;  0.032; -0.946;  0.577;  0.979;  0.999;  0.999; -0.077; -0.146;  0.074; -0.523;  0.284;  0.659; -0.460
-1.396;  0.329;  1.422;  1.628;  1.464;  0.173;  0.946;  0.148; -0.057;  0.107; -0.985;  0.323;  0.989;  0.998;  0.994; -0.098; -0.132;  0.095; -0.495;  0.414;  0.617; -0.451
-1.586;  0.058;  1.445;  1.606;  1.376; -0.015;  0.998;  0.126; -0.035;  0.194; -1.000;  0.058;  0.992;  0.999;  0.981; -0.120; -0.119;  0.114; -0.443;  0.558;  0.535; -0.454
-1.644; -0.247;  1.417;  1.590;  1.268; -0.073;  0.970;  0.153; -0.019;  0.298; -0.997; -0.244;  0.988;  1.000;  0.954; -0.124; -0.121;  0.145; -0.323;  0.657;  0.455; -0.507
-1.606; -0.571;  1.371;  1.541;  1.123; -0.035;  0.842;  0.198;  0.030;  0.433; -0.999; -0.540;  0.980;  1.000;  0.901; -0.113; -0.135;  0.188; -0.124;  0.705;  0.393; -0.578
-1.537; -0.881;  1.377;  1.490;  0.921;  0.033;  0.636;  0.192;  0.080;  0.605; -0.999; -0.771;  0.981;  0.997;  0.796; -0.091; -0.142;  0.226;  0.093;  0.696;  0.371; -0.608
-1.452; -1.220;  1.448;  1.466;  0.661;  0.119;  0.344;  0.122;  0.105;  0.789; -0.993; -0.939;  0.992;  0.995;  0.614; -0.058; -0.138;  0.254;  0.307;  0.631;  0.388; -0.598
-1.377; -1.600;  1.569;  1.448;  0.372;  0.192; -0.029;  0.002;  0.122;  0.931; -0.981; -1.000;  1.000;  0.993;  0.364; -0.022; -0.117;  0.276;  0.499;  0.515;  0.405; -0.567
-1.300; -1.711;  1.630;  1.436;  0.060;  0.268; -0.139; -0.059;  0.135;  0.998; -0.964; -0.990;  0.998;  0.991;  0.060;  0.023; -0.109;  0.280;  0.610;  0.397;  0.483; -0.487
-1.172; -1.661;  1.615;  1.379; -0.245;  0.388; -0.090; -0.044;  0.190;  0.970; -0.922; -0.996;  0.999;  0.982; -0.243;  0.070; -0.090;  0.289;  0.691;  0.260;  0.565; -0.368
-1.066; -1.556;  1.596;  1.298; -0.480;  0.484;  0.015; -0.025;  0.269;  0.887; -0.875; -1.000;  1.000;  0.963; -0.462;  0.102; -0.069;  0.298;  0.731;  0.145;  0.614; -0.260
-1.017; -1.437;  1.541;  1.257; -0.659;  0.526;  0.134;  0.030;  0.309;  0.791; -0.850; -0.991;  1.000;  0.951; -0.612;  0.119; -0.053;  0.303;  0.742;  0.070;  0.642; -0.180
-0.953; -1.361;  1.419;  1.229; -0.827;  0.579;  0.208;  0.151;  0.335;  0.677; -0.815; -0.978;  0.989;  0.942; -0.736;  0.123; -0.020;  0.322;  0.761; -0.033;  0.636; -0.122
-0.851; -1.302;  1.251;  1.207; -0.994;  0.659;  0.266;  0.315;  0.356;  0.545; -0.752; -0.964;  0.949;  0.934; -0.838;  0.111;  0.026;  0.347;  0.778; -0.166;  0.602; -0.067
-0.720; -1.232;  1.065;  1.204; -1.122;  0.752;  0.332;  0.485;  0.359;  0.434; -0.660; -0.943;  0.875;  0.933; -0.901;  0.088;  0.067;  0.365;  0.781; -0.285;  0.555; -0.013
-0.533; -1.196;  0.917;  1.187; -1.192;  0.861;  0.366;  0.609;  0.375;  0.370; -0.508; -0.931;  0.793;  0.927; -0.929;  0.050;  0.100;  0.379;  0.782; -0.391;  0.483;  0.041
-0.298; -1.185;  0.837;  1.121; -1.225;  0.956;  0.376;  0.669;  0.434;  0.339; -0.294; -0.926;  0.743;  0.901; -0.941;  0.004;  0.117;  0.391;  0.782; -0.481;  0.384;  0.102
